Time (since start of data) [hrs],Fuel Cell Production [kW],Electrolyzer Consumption [kW],Stored Hydrogen [kg],External Hydrogen Load [kg],Curtiailed Hydrogen Potential [kg],Compression Power [kW],Compression Thermal Output [kW],Water Demand [kg],Electrolyzer H2 Production [kg],Charge (at end of timestep) [kWh],Fuel Cell Consumption [kg],Electrolyzer State of Health (at end of timestep) [ ],Fuel Cell State of Health (at end of timestep) [ ],Electrolyzer Operational Efficiency [ ],Fuel Cell State Operational Efficiency [ ],Capital Cost (actual),Operation and Maintenance Cost (actual),
6520,0,300,936.74,0,0,12.0625,0,82.99,4.825,31193.4,0,0.963721,0.976583,0.53557,0,0,18.7238,
6521,0,47.9376,937.576,0,0,12.0624,0,14.3752,0.835768,31221.3,0,0.963711,0.976583,0.535565,0,0,3.6,
6522,0,46.4489,938.386,0,0,12.0623,0,13.935,0.810176,31248.3,0,0.963701,0.976583,0.535559,0,0,3.51067,
6523,48.8037,0,935.824,0,0,0,0,0,0,31162.9,2.56173,0.963701,0.976553,0,0.533492,0,2.92822,
6524,150,0,927.381,0,0,0,0,0,0,30881.8,8.44344,0.963701,0.976543,0,0.533486,0,9,
6525,150,0,918.937,0,0,0,0,0,0,30600.6,8.44352,0.963701,0.976533,0,0.533481,0,9,
6526,150,0,910.494,0,0,0,0,0,0,30319.4,8.44361,0.963701,0.976523,0,0.533476,0,9,
6527,150,0,902.05,0,0,0,0,0,0,30038.3,8.44369,0.963701,0.976513,0,0.533471,0,9,
6528,150,0,893.606,0,0,0,0,0,0,29757.1,8.44377,0.963701,0.976503,0,0.533466,0,9,
6529,150,0,885.162,0,0,0,0,0,0,29475.9,8.44385,0.963701,0.976493,0,0.53346,0,9,
6530,150,0,876.718,0,0,0,0,0,0,29194.7,8.44394,0.963701,0.976483,0,0.533455,0,9,
6531,150,0,868.274,0,0,0,0,0,0,28913.5,8.44402,0.963701,0.976473,0,0.53345,0,9,
6532,150,0,859.83,0,0,0,0,0,0,28632.3,8.4441,0.963701,0.976463,0,0.533445,0,9,
6533,150,0,851.386,0,0,0,0,0,0,28351.2,8.44418,0.963701,0.976453,0,0.533439,0,9,
6534,150,0,842.942,0,0,0,0,0,0,28070,8.44427,0.963701,0.976443,0,0.533434,0,9,
6535,150,0,834.497,0,0,0,0,0,0,27788.8,8.44435,0.963701,0.976433,0,0.533429,0,9,
6536,138.096,0,826.785,0,0,0,0,0,0,27531.9,7.71258,0.963701,0.976423,0,0.533424,0,8.28575,
6537,0,0,826.785,0,0,0,0,0,0,27531.9,0,0.963701,0.976423,0,0,0,0,
6538,0,87.4024,828.29,0,0,12.0622,0,25.8911,1.5053,27582.1,0,0.96367,0.976423,0.535544,0,0,6.13027,
6539,0,158.24,830.955,0,0,12.0618,0,45.8401,2.66512,27670.8,0,0.96366,0.976423,0.535538,0,0,10.4612,
6540,0,220.574,834.597,0,0,12.0617,0,62.6293,3.64124,27792.1,0,0.96365,0.976423,0.535533,0,0,14.2623,
6541,0,292.057,839.306,0,0,12.0616,0,81.0004,4.70933,27948.9,0,0.96364,0.976423,0.535528,0,0,18.7237,
6542,0,299.206,844.119,0,0,12.0614,0,82.7849,4.81308,28109.2,0,0.96363,0.976423,0.535523,0,0,18.7237,
6543,0,216.478,847.697,0,0,12.0613,0,61.5463,3.57827,28228.3,0,0.96362,0.976423,0.535518,0,0,13.7124,
6544,0,164.518,850.462,0,0,12.0612,0,47.5613,2.76519,28320.4,0,0.96361,0.976423,0.535513,0,0,10.5947,
6545,0,73.2098,851.729,0,0,12.0611,0,21.7807,1.26632,28362.6,0,0.9636,0.976423,0.535507,0,0,5.11625,
6546,0,52.9265,852.65,0,0,12.061,0,15.8451,0.921224,28393.2,0,0.96359,0.976423,0.535502,0,0,3.89925,
6547,0,124.986,854.777,0,0,12.0609,0,36.5874,2.12717,28464.1,0,0.96358,0.976423,0.535497,0,0,8.41583,
6548,0,47.9393,855.613,0,0,12.0607,0,14.3737,0.835683,28491.9,0,0.96357,0.976423,0.535492,0,0,3.6,
6549,91.3791,0,850.67,0,0,0,0,0,0,28327.3,4.9433,0.96357,0.976392,0,0.533408,0,5.48275,
6550,117,0,844.228,0,0,0,0,0,0,28112.8,6.44198,0.96357,0.976382,0,0.533403,0,7.01998,
6551,135.743,0,836.658,0,0,0,0,0,0,27860.7,7.56953,0.96357,0.976372,0,0.533397,0,8.14455,
6552,150,0,828.213,0,0,0,0,0,0,27579.5,8.44493,0.96357,0.976362,0,0.533392,0,9,
6553,150,0,819.768,0,0,0,0,0,0,27298.3,8.44501,0.96357,0.976352,0,0.533387,0,9,
6554,0,0,819.768,0,0,0,0,0,0,27298.3,0,0.96357,0.976352,0,0,0,0,
6555,0,0,819.768,0,0,0,0,0,0,27298.3,0,0.96357,0.976352,0,0,0,0,
6556,0,0,819.768,0,0,0,0,0,0,27298.3,0,0.96357,0.976352,0,0,0,0,
6557,97.7302,0,814.458,0,0,0,0,0,0,27121.4,5.31054,0.96357,0.976321,0,0.533371,0,5.86381,
6558,0,47.1733,815.28,0,0,12.0606,0,14.1473,0.822517,27148.8,0,0.963539,0.976321,0.535476,0,0,3.6,
6559,0,47.9275,816.116,0,0,12.0603,0,14.3697,0.835448,27176.6,0,0.963529,0.976321,0.535471,0,0,3.6,
6560,0,47.9396,816.951,0,0,12.0602,0,14.3732,0.835649,27204.5,0,0.963519,0.976321,0.535466,0,0,3.6,
6561,0,107.824,818.796,0,0,12.06,0,31.7321,1.84489,27265.9,0,0.963509,0.976321,0.535461,0,0,7.32997,
6562,0,0,818.796,0,0,0,0,0,0,27265.9,0,0.963509,0.976321,0,0,0,0,
6563,0,0,818.796,0,0,0,0,0,0,27265.9,0,0.963509,0.976321,0,0,0,0,
6564,0,270,823.181,0,0,12.0599,0,75.4218,4.38499,27411.9,0,0.963478,0.976321,0.535445,0,0,18.7236,
6565,0,297,827.961,0,0,12.0596,0,82.2223,4.78036,27571.1,0,0.963468,0.976321,0.53544,0,0,18.7236,
6566,0,299.7,832.781,0,0,12.0594,0,82.8943,4.81944,27731.6,0,0.963458,0.976321,0.535434,0,0,18.7236,
6567,0,299.97,837.604,0,0,12.0593,0,82.9607,4.8233,27892.2,0,0.963448,0.976321,0.535429,0,0,18.7236,
6568,0,299.997,842.428,0,0,12.0592,0,82.9667,4.82364,28052.8,0,0.963438,0.976321,0.535424,0,0,18.7236,
6569,0,300,847.251,0,0,12.0591,0,82.9665,4.82364,28213.5,0,0.963428,0.976321,0.535419,0,0,18.7235,
6570,0,300,852.075,0,0,12.059,0,82.9658,4.82359,28374.1,0,0.963418,0.976321,0.535414,0,0,18.7235,
6571,0,300,856.899,0,0,12.0589,0,82.965,4.82355,28534.7,0,0.963408,0.976321,0.535409,0,0,18.7235,
6572,0,300,861.722,0,0,12.0588,0,82.9642,4.8235,28695.3,0,0.963398,0.976321,0.535403,0,0,18.7235,
6573,0,300,866.546,0,0,12.0586,0,82.9634,4.82345,28856,0,0.963388,0.976321,0.535398,0,0,18.7235,
6574,0,300,871.369,0,0,12.0585,0,82.9626,4.82341,29016.6,0,0.963378,0.976321,0.535393,0,0,18.7235,
6575,0,300,876.192,0,0,12.0584,0,82.9618,4.82336,29177.2,0,0.963368,0.976321,0.535388,0,0,18.7235,
6576,0,300,881.016,0,0,12.0583,0,82.961,4.82331,29337.8,0,0.963358,0.976321,0.535383,0,0,18.7235,
6577,0,300,885.839,0,0,12.0582,0,82.9602,4.82327,29498.4,0,0.963348,0.976321,0.535378,0,0,18.7235,
6578,0,210.863,889.33,0,0,12.0581,0,60.0428,3.49086,29614.7,0,0.963338,0.976321,0.535372,0,0,13.3753,
6579,0,47.9421,890.165,0,0,12.0579,0,14.3712,0.835537,29642.5,0,0.963328,0.976321,0.535367,0,0,3.6,
6580,0,47.9422,891.001,0,0,12.0578,0,14.3711,0.835531,29670.3,0,0.963318,0.976321,0.535362,0,0,3.6,
6581,69.4778,0,887.299,0,0,0,0,0,0,29547.1,3.70177,0.963318,0.976291,0,0.533355,0,4.16867,
6582,70.0798,0,883.563,0,0,0,0,0,0,29422.7,3.73554,0.963318,0.976281,0,0.53335,0,4.20479,
6583,0,0,883.563,0,0,0,0,0,0,29422.7,0,0.963318,0.976281,0,0,0,0,
6584,0,0,883.563,0,0,0,0,0,0,29422.7,0,0.963318,0.976281,0,0,0,0,
6585,0,270,887.948,0,0,12.0577,0,75.4079,4.38418,29568.7,0,0.963288,0.976281,0.535346,0,0,18.7235,
6586,0,276.648,892.43,0,0,12.0573,0,77.0928,4.48214,29717.9,0,0.963278,0.976281,0.535341,0,0,17.3629,
6587,0,297.665,897.219,0,0,12.0572,0,82.3721,4.78908,29877.4,0,0.963268,0.976281,0.535336,0,0,18.7234,
6588,0,299.766,902.038,0,0,12.0571,0,82.8948,4.81947,30037.9,0,0.963258,0.976281,0.535331,0,0,18.7234,
6589,0,299.977,906.861,0,0,12.057,0,82.9463,4.82246,30198.5,0,0.963248,0.976281,0.535326,0,0,18.7234,
6590,0,299.998,911.684,0,0,12.0569,0,82.9508,4.82272,30359.1,0,0.963238,0.976281,0.53532,0,0,18.7234,
6591,0,300,916.506,0,0,12.0568,0,82.9505,4.8227,30519.7,0,0.963228,0.976281,0.535315,0,0,18.7234,
6592,0,300,921.329,0,0,12.0566,0,82.9497,4.82266,30680.3,0,0.963218,0.976281,0.53531,0,0,18.7234,
6593,0,300,926.151,0,0,12.0565,0,82.949,4.82261,30840.8,0,0.963208,0.976281,0.535305,0,0,18.7234,
6594,0,300,930.974,0,0,12.0564,0,82.9482,4.82257,31001.4,0,0.963198,0.976281,0.5353,0,0,18.7234,
6595,0,300,935.797,0,0,12.0563,0,82.9474,4.82252,31162,0,0.963188,0.976281,0.535295,0,0,18.7234,
6596,0,300,940.619,0,0,12.0562,0,82.9466,4.82247,31322.6,0,0.963178,0.976281,0.535289,0,0,18.7234,
6597,0,300,945.441,0,0,12.0561,0,82.9458,4.82243,31483.2,0,0.963168,0.976281,0.535284,0,0,18.7234,
6598,0,300,950.264,0,0,12.056,0,82.945,4.82238,31643.8,0,0.963158,0.976281,0.535279,0,0,18.7234,
6599,0,254.473,954.416,0,0,12.0558,0,71.4245,4.15259,31782.1,0,0.963148,0.976281,0.535274,0,0,15.9917,
6600,0,229.249,958.188,0,0,12.0557,0,64.877,3.77192,31907.7,0,0.963138,0.976281,0.535269,0,0,14.4783,
6601,0,225.98,961.91,0,0,12.0556,0,64.0193,3.72205,32031.6,0,0.963128,0.976281,0.535264,0,0,14.2821,
6602,0,292.598,966.625,0,0,12.0555,0,81.0949,4.71482,32188.6,0,0.963118,0.976281,0.535258,0,0,18.7233,
6603,0,95.8594,968.271,0,0,12.0554,0,28.3056,1.64568,32243.4,0,0.963108,0.976281,0.535253,0,0,6.47489,
6604,0,150.768,970.815,0,0,12.0553,0,43.756,2.54395,32328.1,0,0.963098,0.976281,0.535248,0,0,9.94737,
6605,0,212.038,974.323,0,0,12.0551,0,60.3397,3.50812,32445,0,0.963088,0.976281,0.535243,0,0,13.7319,
6606,0,291.204,979.017,0,0,12.055,0,80.7428,4.69435,32601.3,0,0.963078,0.976281,0.535238,0,0,18.7233,
6607,0,299.12,983.827,0,0,12.0549,0,82.7188,4.80923,32761.4,0,0.963068,0.976281,0.535233,0,0,18.7233,
6608,0,299.912,988.647,0,0,12.0548,0,82.9151,4.82064,32922,0,0.963058,0.976281,0.535228,0,0,18.7233,
6609,0,299.991,993.469,0,0,12.0547,0,82.934,4.82174,33082.5,0,0.963048,0.976281,0.535222,0,0,18.7233,
6610,0,299.999,998.291,0,0,12.0546,0,82.9351,4.82181,33243.1,0,0.963038,0.976281,0.535217,0,0,18.7233,
6611,0,106.345,1000,0,0,12.0544,0,31.2965,1.81957,33300,0,0.963028,0.976281,0.535212,0,0,7.10394,
6612,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6613,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6614,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6615,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6616,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6617,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6618,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6619,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6620,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6621,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6622,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6623,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6624,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6625,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6626,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6627,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6628,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6629,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6630,0,0,1000,0,0,0,0,0,0,33300,0,0.963028,0.976281,0,0,0,0,
6631,150,0,991.554,0,0,0,0,0,0,33018.8,8.44569,0.963028,0.97625,0,0.533334,0,9,
6632,138.281,0,983.829,0,0,0,0,0,0,32761.5,7.72526,0.963028,0.97624,0,0.533329,0,8.29687,
6633,0,0,983.829,0,0,0,0,0,0,32761.5,0,0.963028,0.97624,0,0,0,0,
6634,0,0,983.829,0,0,0,0,0,0,32761.5,0,0.963028,0.97624,0,0,0,0,
6635,0,0,983.829,0,0,0,0,0,0,32761.5,0,0.963028,0.97624,0,0,0,0,
6636,0,0,983.829,0,0,0,0,0,0,32761.5,0,0.963028,0.97624,0,0,0,0,
6637,0,96.2484,985.481,0,0,12.0543,0,28.4146,1.65201,32816.5,0,0.962997,0.97624,0.535196,0,0,6.69638,
6638,0,76.9579,986.81,0,0,12.054,0,22.8557,1.32882,32860.8,0,0.962987,0.97624,0.535191,0,0,5.34071,
6639,0,228.82,990.575,0,0,12.0539,0,64.7546,3.76481,32986.1,0,0.962977,0.97624,0.535186,0,0,15.2525,
6640,0,292.882,995.293,0,0,12.0537,0,81.1541,4.71826,33143.3,0,0.962967,0.97624,0.535181,0,0,18.7232,
6641,0,251.184,999.396,0,0,12.0536,0,70.5645,4.10259,33279.9,0,0.962957,0.97624,0.535176,0,0,15.7942,
6642,111.062,0,993.304,0,0,0,0,0,0,33077,6.09119,0.962957,0.976209,0,0.533313,0,6.6637,
6643,150,0,984.858,0,0,0,0,0,0,32795.8,8.44627,0.962957,0.976199,0,0.533307,0,9,
6644,99.2177,0,979.46,0,0,0,0,0,0,32616,5.39771,0.962957,0.976189,0,0.533302,0,5.95306,
6645,150,0,971.014,0,0,0,0,0,0,32334.8,8.44644,0.962957,0.976179,0,0.533297,0,9,
6646,150,0,962.567,0,0,0,0,0,0,32053.5,8.44652,0.962957,0.976169,0,0.533292,0,9,
6647,150,0,954.121,0,0,0,0,0,0,31772.2,8.4466,0.962957,0.976159,0,0.533287,0,9,
6648,150,0,945.674,0,0,0,0,0,0,31490.9,8.44669,0.962957,0.976149,0,0.533281,0,9,
6649,150,0,937.227,0,0,0,0,0,0,31209.7,8.44677,0.962957,0.976139,0,0.533276,0,9,
6650,112.276,0,931.064,0,0,0,0,0,0,31004.4,6.16349,0.962957,0.976129,0,0.533271,0,6.73653,
6651,0,0,931.064,0,0,0,0,0,0,31004.4,0,0.962957,0.976129,0,0,0,0,
6652,0,29.8502,931.587,0,0,12.0535,0,8.99445,0.522933,31021.8,0,0.962926,0.976129,0.53516,0,0,2.53241,
6653,0,272.985,936.013,0,0,12.0531,0,76.1377,4.42661,31169.2,0,0.962916,0.976129,0.535155,0,0,18.7232,
6654,0,297.299,940.795,0,0,12.053,0,82.2521,4.7821,31328.5,0,0.962906,0.976129,0.535149,0,0,18.7232,
6655,0,299.73,945.613,0,0,12.0529,0,82.8568,4.81726,31488.9,0,0.962896,0.976129,0.535144,0,0,18.7232,
6656,0,299.973,950.433,0,0,12.0528,0,82.9165,4.82073,31649.4,0,0.962886,0.976129,0.535139,0,0,18.7232,
6657,0,299.997,955.255,0,0,12.0527,0,82.9218,4.82103,31810,0,0.962876,0.976129,0.535134,0,0,18.7232,
6658,0,300,960.076,0,0,12.0526,0,82.9216,4.82102,31970.5,0,0.962866,0.976129,0.535129,0,0,18.7232,
6659,0,300,964.897,0,0,12.0524,0,82.9208,4.82098,32131.1,0,0.962856,0.976129,0.535124,0,0,18.7231,
6660,0,300,969.717,0,0,12.0523,0,82.92,4.82093,32291.6,0,0.962846,0.976129,0.535118,0,0,18.7231,
6661,0,300,974.538,0,0,12.0522,0,82.9192,4.82089,32452.1,0,0.962836,0.976129,0.535113,0,0,18.7231,
6662,0,300,979.359,0,0,12.0521,0,82.9184,4.82084,32612.7,0,0.962826,0.976129,0.535108,0,0,18.7231,
6663,0,300,984.18,0,0,12.052,0,82.9176,4.82079,32773.2,0,0.962816,0.976129,0.535103,0,0,18.7231,
6664,0,300,989.001,0,0,12.0519,0,82.9169,4.82075,32933.7,0,0.962806,0.976129,0.535098,0,0,18.7231,
6665,0,300,993.821,0,0,12.0518,0,82.9161,4.8207,33094.3,0,0.962796,0.976129,0.535093,0,0,18.7231,
6666,0,300,998.642,0,0,12.0516,0,82.9153,4.82065,33254.8,0,0.962786,0.976129,0.535087,0,0,18.7231,
6667,0,84.5075,1000,0,0,12.0515,0,25.034,1.45547,33300,0,0.962776,0.976129,0.535082,0,0,5.79354,
6668,0,0,1000,0,0,0,0,0,0,33300,0,0.962776,0.976129,0,0,0,0,
6669,0,0,1000,0,0,0,0,0,0,33300,0,0.962776,0.976129,0,0,0,0,
6670,0,0,1000,0,0,0,0,0,0,33300,0,0.962776,0.976129,0,0,0,0,
6671,0,0,1000,0,0,0,0,0,0,33300,0,0.962776,0.976129,0,0,0,0,
6672,0,0,1000,0,0,0,0,0,0,33300,0,0.962776,0.976129,0,0,0,0,
6673,0,0,1000,0,0,0,0,0,0,33300,0,0.962776,0.976129,0,0,0,0,
6674,0,0,1000,0,0,0,0,0,0,33300,0,0.962776,0.976129,0,0,0,0,
6675,0,0,1000,0,0,0,0,0,0,33300,0,0.962776,0.976129,0,0,0,0,
6676,85.7953,0,995.375,0,0,0,0,0,0,33146,4.62458,0.962776,0.976099,0,0.533255,0,5.14772,
6677,45.2397,0,993.006,0,0,0,0,0,0,33067.1,2.36972,0.962776,0.976088,0,0.53325,0,2.71438,
6678,0,0,993.006,0,0,0,0,0,0,33067.1,0,0.962776,0.976088,0,0,0,0,
6679,0,270,997.388,0,0,12.0514,0,75.3685,4.38189,33213,0,0.962746,0.976088,0.535066,0,0,18.7231,
6680,0,162.585,1000,0,0,12.051,0,46.9918,2.73208,33300,0,0.962736,0.976088,0.535061,0,0,10.4781,
6681,0,0,1000,0,0,0,0,0,0,33300,0,0.962736,0.976088,0,0,0,0,
6682,0,0,1000,0,0,0,0,0,0,33300,0,0.962736,0.976088,0,0,0,0,
6683,0,0,1000,0,0,0,0,0,0,33300,0,0.962736,0.976088,0,0,0,0,
6684,0,0,1000,0,0,0,0,0,0,33300,0,0.962736,0.976088,0,0,0,0,
6685,0,0,1000,0,0,0,0,0,0,33300,0,0.962736,0.976088,0,0,0,0,
6686,0,0,1000,0,0,0,0,0,0,33300,0,0.962736,0.976088,0,0,0,0,
6687,129.402,0,992.813,0,0,0,0,0,0,33060.7,7.18724,0.962736,0.976058,0,0.533234,0,7.76414,
6688,0,0,992.813,0,0,0,0,0,0,33060.7,0,0.962736,0.976058,0,0,0,0,
6689,150,0,984.365,0,0,0,0,0,0,32779.4,8.44752,0.962736,0.976027,0,0.533218,0,9,
6690,135.242,0,976.824,0,0,0,0,0,0,32528.2,7.5417,0.962736,0.976017,0,0.533213,0,8.11453,
6691,0,0,976.824,0,0,0,0,0,0,32528.2,0,0.962736,0.976017,0,0,0,0,
6692,0,113.958,978.768,0,0,12.0509,0,33.4473,1.94461,32593,0,0.962705,0.976017,0.535045,0,0,7.84207,
6693,0,47.9494,979.603,0,0,12.0506,0,14.3646,0.835153,32620.8,0,0.962695,0.976017,0.53504,0,0,3.6,
6694,0,47.9495,980.438,0,0,12.0505,0,14.3645,0.835147,32648.6,0,0.962685,0.976017,0.535035,0,0,3.6,
6695,150,0,971.991,0,0,0,0,0,0,32367.3,8.44786,0.962685,0.975986,0,0.533197,0,9,
6696,150,0,963.542,0,0,0,0,0,0,32086,8.44811,0.962685,0.975976,0,0.533191,0,9,
6697,80.5011,0,959.219,0,0,0,0,0,0,31942,4.32386,0.962685,0.975966,0,0.533186,0,4.83006,
6698,0,0,959.219,0,0,0,0,0,0,31942,0,0.962685,0.975966,0,0,0,0,
6699,102.362,0,953.637,0,0,0,0,0,0,31756.1,5.58212,0.962685,0.975936,0,0.53317,0,6.14171,
6700,0,0,953.637,0,0,0,0,0,0,31756.1,0,0.962685,0.975936,0,0,0,0,
6701,0,0,953.637,0,0,0,0,0,0,31756.1,0,0.962685,0.975936,0,0,0,0,
6702,0,0,953.637,0,0,0,0,0,0,31756.1,0,0.962685,0.975936,0,0,0,0,
6703,0,0,953.637,0,0,0,0,0,0,31756.1,0,0.962685,0.975936,0,0,0,0,
6704,0,270,958.018,0,0,12.0503,0,75.3619,4.3815,31902,0,0.962654,0.975936,0.535019,0,0,18.723,
6705,0,297,962.795,0,0,12.05,0,82.1569,4.77657,32061.1,0,0.962644,0.975936,0.535014,0,0,18.723,
6706,0,299.7,967.61,0,0,12.0499,0,82.8285,4.81561,32221.4,0,0.962634,0.975936,0.535009,0,0,18.723,
6707,0,299.97,972.43,0,0,12.0498,0,82.8948,4.81947,32381.9,0,0.962624,0.975936,0.535004,0,0,18.723,
6708,0,299.997,977.249,0,0,12.0496,0,82.9007,4.81981,32542.4,0,0.962614,0.975936,0.534999,0,0,18.723,
6709,0,300,982.069,0,0,12.0495,0,82.9006,4.8198,32702.9,0,0.962604,0.975936,0.534994,0,0,18.723,
6710,0,300,986.889,0,0,12.0494,0,82.8999,4.81976,32863.4,0,0.962594,0.975936,0.534988,0,0,18.723,
6711,0,300,991.709,0,0,12.0493,0,82.8991,4.81971,33023.9,0,0.962584,0.975936,0.534983,0,0,18.723,
6712,0,300,996.528,0,0,12.0492,0,82.8983,4.81967,33184.4,0,0.962574,0.975936,0.534978,0,0,18.723,
6713,0,216.091,1000,0,0,12.0491,0,61.3814,3.56869,33300,0,0.962564,0.975936,0.534973,0,0,13.6884,
6714,0,0,1000,0,0,0,0,0,0,33300,0,0.962564,0.975936,0,0,0,0,
6715,0,0,1000,0,0,0,0,0,0,33300,0,0.962564,0.975936,0,0,0,0,
6716,0,0,1000,0,0,0,0,0,0,33300,0,0.962564,0.975936,0,0,0,0,
6717,0,0,1000,0,0,0,0,0,0,33300,0,0.962564,0.975936,0,0,0,0,
6718,0,0,1000,0,0,0,0,0,0,33300,0,0.962564,0.975936,0,0,0,0,
6719,0,0,1000,0,0,0,0,0,0,33300,0,0.962564,0.975936,0,0,0,0,
6720,0,0,1000,0,0,0,0,0,0,33300,0,0.962564,0.975936,0,0,0,0,
6721,0,0,1000,0,0,0,0,0,0,33300,0,0.962564,0.975936,0,0,0,0,
6722,0,0,1000,0,0,0,0,0,0,33300,0,0.962564,0.975936,0,0,0,0,
6723,0,0,1000,0,0,0,0,0,0,33300,0,0.962564,0.975936,0,0,0,0,
6724,0,0,1000,0,0,0,0,0,0,33300,0,0.962564,0.975936,0,0,0,0,
6725,0,0,1000,0,0,0,0,0,0,33300,0,0.962564,0.975936,0,0,0,0,
6726,0,0,1000,0,0,0,0,0,0,33300,0,0.962564,0.975936,0,0,0,0,
6727,0,0,1000,0,0,0,0,0,0,33300,0,0.962564,0.975936,0,0,0,0,
6728,105.584,0,994.229,0,0,0,0,0,0,33107.8,5.77079,0.962564,0.975905,0,0.533154,0,6.33506,
6729,139.418,0,986.432,0,0,0,0,0,0,32848.2,7.79738,0.962564,0.975895,0,0.533149,0,8.3651,
6730,113.076,0,980.22,0,0,0,0,0,0,32641.3,6.21232,0.962564,0.975885,0,0.533144,0,6.78457,
6731,53.4976,0,977.4,0,0,0,0,0,0,32547.4,2.81946,0.962564,0.975875,0,0.533139,0,3.20986,
6732,0,0,977.4,0,0,0,0,0,0,32547.4,0,0.962564,0.975875,0,0,0,0,
6733,119.571,0,970.802,0,0,0,0,0,0,32327.7,6.59845,0.962564,0.975844,0,0.533123,0,7.17428,
6734,106.484,0,964.978,0,0,0,0,0,0,32133.8,5.82408,0.962564,0.975834,0,0.533117,0,6.38904,
6735,0,47.1846,965.799,0,0,12.0489,0,14.1369,0.821914,32161.1,0,0.962534,0.975834,0.534957,0,0,3.6,
6736,0,55.0786,966.756,0,0,12.0486,0,16.4615,0.957064,32193,0,0.962524,0.975834,0.534952,0,0,4.03652,
6737,0,275.508,971.219,0,0,12.0485,0,76.7475,4.46206,32341.6,0,0.962514,0.975834,0.534947,0,0,18.7229,
6738,0,297.551,976.002,0,0,12.0484,0,82.283,4.7839,32500.9,0,0.962504,0.975834,0.534942,0,0,18.7229,
6739,0,299.755,980.818,0,0,12.0482,0,82.8309,4.81575,32661.2,0,0.962494,0.975834,0.534936,0,0,18.7229,
6740,0,299.976,985.637,0,0,12.0481,0,82.885,4.81889,32821.7,0,0.962484,0.975834,0.534931,0,0,18.7229,
6741,0,299.998,990.456,0,0,12.048,0,82.8896,4.81917,32982.2,0,0.962474,0.975834,0.534926,0,0,18.7229,
6742,0,221.419,994.106,0,0,12.0479,0,62.7803,3.65002,33103.7,0,0.962464,0.975834,0.534921,0,0,14.008,
6743,0,0,994.106,0,0,0,0,0,0,33103.7,0,0.962464,0.975834,0,0,0,0,
6744,98.5245,0,988.747,0,0,0,0,0,0,32925.3,5.35935,0.962464,0.975804,0,0.533101,0,5.91147,
6745,105.331,0,982.99,0,0,0,0,0,0,32733.6,5.75669,0.962464,0.975794,0,0.533096,0,6.31986,
6746,0,0,982.99,0,0,0,0,0,0,32733.6,0,0.962464,0.975794,0,0,0,0,
6747,0,0,982.99,0,0,0,0,0,0,32733.6,0,0.962464,0.975794,0,0,0,0,
6748,0,270,987.371,0,0,12.0478,0,75.3458,4.38057,32879.4,0,0.962433,0.975794,0.534905,0,0,18.7229,
6749,0,297,992.146,0,0,12.0474,0,82.1394,4.77555,33038.5,0,0.962423,0.975794,0.5349,0,0,18.7228,
6750,0,290.231,996.824,0,0,12.0473,0,80.4475,4.67718,33194.2,0,0.962413,0.975794,0.534895,0,0,18.1367,
6751,0,197.751,1000,0,0,12.0472,0,56.4971,3.28472,33300,0,0.962403,0.975794,0.53489,0,0,12.5879,
6752,0,0,1000,0,0,0,0,0,0,33300,0,0.962403,0.975794,0,0,0,0,
6753,0,0,1000,0,0,0,0,0,0,33300,0,0.962403,0.975794,0,0,0,0,
6754,0,0,1000,0,0,0,0,0,0,33300,0,0.962403,0.975794,0,0,0,0,
6755,0,0,1000,0,0,0,0,0,0,33300,0,0.962403,0.975794,0,0,0,0,
6756,0,0,1000,0,0,0,0,0,0,33300,0,0.962403,0.975794,0,0,0,0,
6757,0,0,1000,0,0,0,0,0,0,33300,0,0.962403,0.975794,0,0,0,0,
6758,0,0,1000,0,0,0,0,0,0,33300,0,0.962403,0.975794,0,0,0,0,
