Time (since start of data) [hrs],Production [kW],Dispatch [kW],Storage [kW],Curtailment [kW],Is Running (N = 0 / Y = 1),Fuel Consumption [L],Fuel Cost (actual),Carbon Dioxide (CO2) Emissions [kg],Carbon Monoxide (CO) Emissions [kg],Nitrogen Oxides (NOx) Emissions [kg],Sulfur Oxides (SOx) Emissions [kg],Methane (CH4) Emissions [kg],Particulate Matter (PM) Emissions [kg],Capital Cost (actual),Operation and Maintenance Cost (actual),
7331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7332,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7333,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7334,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7335,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7337,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7338,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7339,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7340,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7341,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7342,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7343,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7344,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7345,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7346,60,39.6626,0,20.3374,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7347,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7349,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7350,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7351,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7352,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7353,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7354,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7355,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7356,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7357,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7358,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7359,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7360,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7363,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7364,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7365,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7366,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7367,113.977,113.977,0,0,1,32.645,55.4964,88.1414,0.58108,0.0457029,0.137109,0.0228515,0.0032645,0,7.79089,
7368,94.3703,94.3703,0,0,1,27.6453,46.9971,74.6424,0.492087,0.0387035,0.11611,0.0193517,0.00276453,0,6.45067,
7369,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7370,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7371,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7373,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7374,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7375,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7376,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7377,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7378,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7379,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7380,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7385,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7386,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7387,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7388,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7389,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7390,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7391,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7392,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7393,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7394,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7395,105.583,105.583,0,0,1,30.5045,51.8576,82.3621,0.54298,0.0427063,0.128119,0.0213531,0.00305045,0,7.21711,
7396,101.892,101.892,0,0,1,29.5633,50.2576,79.8209,0.526227,0.0413886,0.124166,0.0206943,0.00295633,0,6.96481,
7397,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7398,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7399,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7400,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7402,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7403,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7404,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7405,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7406,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7407,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7408,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7409,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7410,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7411,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7412,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7413,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7414,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7415,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7416,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7417,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7419,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7420,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7421,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7422,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7423,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7424,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7425,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7426,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7427,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7428,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7429,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7430,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7431,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7432,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7433,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7434,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7436,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7437,99.3955,99.3955,0,0,1,28.9267,49.1754,78.1022,0.514896,0.0404974,0.121492,0.0202487,0.00289267,0,6.79417,
7438,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7439,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7440,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7442,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7443,93.7454,93.7454,0,0,1,27.486,46.7262,74.2122,0.489251,0.0384804,0.115441,0.0192402,0.0027486,0,6.40796,
7444,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7445,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7446,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7447,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7448,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7449,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7450,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7451,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7452,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7453,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7457,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7458,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7459,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7460,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7461,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7462,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7463,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7464,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7465,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7466,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7467,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7470,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7471,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7472,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7473,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7474,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7476,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7477,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7478,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7479,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7480,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7481,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7482,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7483,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7484,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7485,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7486,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7487,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7488,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7489,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7490,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7491,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7492,60,41.759,11.9992,6.2418,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7493,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7494,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7495,64.2022,64.2022,0,0,1,19.9526,33.9195,53.8721,0.355157,0.0279337,0.083801,0.0139668,0.00199526,0,4.38853,
7496,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7498,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7499,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7500,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7501,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7502,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7503,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7504,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7505,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7506,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7507,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7508,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7512,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7513,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7514,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7515,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7516,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7517,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7518,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7519,66.4994,66.4994,0,0,1,20.5384,34.9153,55.4537,0.365584,0.0287538,0.0862613,0.0143769,0.00205384,0,4.54556,
7520,101.67,101.67,0,0,1,29.5066,50.1612,79.6678,0.525218,0.0413092,0.123928,0.0206546,0.00295066,0,6.94961,
7521,92.8763,92.8763,0,0,1,27.2644,46.3494,73.6138,0.485306,0.0381701,0.11451,0.0190851,0.00272644,0,6.34855,
7522,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7523,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7524,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7525,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7526,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7527,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7528,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7529,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7532,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7533,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7534,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7535,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7536,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7537,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7538,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7539,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7540,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7541,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7542,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7543,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7544,60,48.3488,0,11.6512,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7545,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7546,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7548,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7549,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7550,0,0,0,0,1,3.58144,6.08845,9.6699,0.0637497,0.00501402,0.0150421,0.00250701,0.000358144,0,0.102532,
7551,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7552,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7553,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7554,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7555,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
7556,60,60,0,0,1,18.8811,32.0979,50.979,0.336084,0.0264335,0.0793006,0.0132168,0.00188811,0,4.10129,
